Names,ShortName,RA,DEC,Designation,Adopted_SpT,Chisqr,Dwarf_Type,SNR,SPT_B06,SPT_C18,SPT_K10,SpT_simbad,References,Refs.,Parallax,Parallax_err,Parallax_ref,Jmag,Hmag,Kmag,AbsMag
SSSPM J0124-4240,J0123-4240,20.99604,-42.668697,J01235905-4240073,M8,7691.41,0,154,M8,M8,M8,L0.5,2014ApJ...794..143B,2,38.952,0.119,2020yCat.1350....0G,13.15,12.47,12.04,11.11
GJ 2022 AB,J0124-3355,21.12754167,-33.91695833,J01242767-3355086,M5,14917.02,0,238,M5,M5,M5,M4.6V+M4.3,2009ApJ...699..649S,39,39.623,0.02,2020yCat.1350....0G,9.2,8.66,8.24,7.19
2MASSI J0125369-343505,J0125-3435,21.403708,-34.584694,J01253689-3435049,L2,3631.48,0,69,L2,L0beta,L2,L1.2V,2014ApJ...794..143B,2,24.752,0.837,2020yCat.1350....0G,15.52,14.47,13.9,12.49
2MASS J01273917+2805536,J0127+2805,21.91321,28.098223,J01273917+2805536,M9,12308.43,0,109,M9,M8,M9,M8.5V,2014ApJ...794..143B,2,29.567,0.269,2020yCat.1350....0G,14.04,13.36,12.86,11.4
SDSS J012743.51+135420.9,J0127+1354,21.931334,13.905833,J01274352+1354210,L5,1485.22,0,40,L5,L6,L5,L5,2002AJ....123.3409H,40,,,,16.83,15.9,15.43,
2MASSW J0129122+351758,J0129+3517,22.300875,35.299442,J01291221+3517580,L6,1902.58,0,32,L6,L4,L4,L4V,2014ApJ...794..143B,2,,,,16.78,15.34,14.7,
WISEA J013012.66-104732.4,J0130-1047,22.55275,-10.79223333,J01301256-1047285,d/sdL1,2351.19,-1,15,d/sdL1,d/sdL0,sdL0,M9,2016ApJ...817..112S,11,16.054,0.675,2020yCat.1350....0G,15.63,15.14,14.82,11.66
WISE J01303879+3007134,J0130+3007,22.661625,30.12039,J01303879+3007134,M5,1215.12,0,32,M5,d/sdM4,d/sdM4,,This paper,6,1.925,0.349,2020yCat.1350....0G,16.16,15.34,15.06,7.59
LEHPM 1-1628,J0131-5024,22.767166,-50.415085,J01310412-5024543,esdM0,5005.91,-3,56,esdM0,esdM0,M1,,2016ApJS..224...36K,26,,,,,,,
2MASS J01311838+3801554,J0131+3801,22.826584,38.032055,J01311838+3801554,L1gamma,14998.84,1,80,L1gamma,L2,L2,L1.5,2010ApJ...710.1142B,15,40.923,0.495,2020yCat.1350....0G,14.68,13.7,13.05,12.74
2MASS J01330461-1355271,J0133-1355,23.269207,-13.924194,J01330461-1355271,M8gamma,4707.77,1,51,M8gamma,M8,M8,M8,2010ApJS..190..100K,9,15.434,0.591,2020yCat.1350....0G,15.72,14.94,14.47,11.66
2MASS J01335299+0033017,J0133+0033,23.470791,0.55047226,J01335299+0033017,M8,4045.69,0,51,M8,M8,M8,M9.1V,2014ApJ...794..143B,2,13.682,0.84,2020yCat.1350....0G,15.84,15.2,14.64,11.52
2MASS J01340281+0508125,J0134+0508,23.511707,5.1368055,J01340281+0508125,L2beta,1844.13,2,54,L2beta,L1,L2beta,L1,2010ApJS..190..100K,9,,,,16.19,15.16,14.63,
2MASS J01341675-0546530,J0134-0546,23.57070833,-5.780561111,J01341675-0546530,L2,3097.44,0,35,L2,L2,L4,L2,2017AJ....154..112K,10,,,,16.16,15.22,14.52,
2MASS J01343635-0145444,J0134-0145,23.65395833,-1.766119444,J01343635-0145444,L2beta,5143.02,2,43,L2beta,L1,L1,L0,2017AJ....154..112K,10,,,,16.64,15.87,15.11,
LHS 1265,J0134-0904,23.746666,-9.0783329,J0134592-090442,sdM5,1295.91,-2,58,sdM5,sdM5,sdM5.5,M8.8V,2014ApJ...794..143B,2,7.254,0.136,2020yCat.1350....0G,15.25,14.81,14.76,9.55
WISE J013525.64+171503.4,J0135+1715,23.856833,17.250944,J01352564+1715034,T6,1060.42,0,3,T6,T7,T7,T6,2013ApJS..205....6M,28,65.3,10,2021ApJS..253....7K,,,,
2MASSW J0135358+120522,J0135+1205,23.899416,12.089333,J01353586+1205216,L1beta,3139.78,2,84,L1beta,L1beta,L1beta,L1.5V,2014ApJ...794..143B,2,40.081,0.357,2020yCat.1350....0G,14.41,13.53,12.92,12.43
WISE J013836.58-032221.2,J0138-0322,24.652418,-3.3725557,J01383658-0322212,T2,8708.92,0,30,T2,T3,T3,T3,2011ApJS..197...19K,31,43.9,2.9,2020AJ....159..257B,16.39,15.8,15.2,14.6
2MASS J01395085+3427453,J0139+3427,24.96258333,34.45695833,J01395085+3427453,L1beta,1125.99,2,16,L1beta,L2beta,L1beta,L1,2017AJ....154..112K,10,,,,16.26,15.46,15.3,
2MASS J01405263+0453302,J0140+0453,25.219294,4.8917222,J01405263+0453302,M6,1145.04,0,49,M6,M6,d/sdM7,M5.5,2010ApJS..190..100K,9,6.411,0.385,2020yCat.1350....0G,15.62,15.01,14.52,9.65
2MASSW J0141032+180450,J0141+1804,25.263376,18.080612,J01410321+1804502,L1beta,7799.96,2,138,L1beta,L1beta,L2,L0.8V,2003IAUS..211..197W,41,42.307,0.219,2020yCat.1350....0G,13.88,13.03,12.49,12.01
2MASS J01414839-1601196,J0141-1601,25.451626,-16.02211,J01414839-1601196,L5,1331.83,0,17,L5,L5,L5,L5.5,2010ApJS..190..100K,9,28.8,5.8,2020AJ....159..257B,16.21,15.16,14.34,13.51
2MASS J01443536-0716142,J0144-0716,26.147333,-7.2706113,J01443536-0716142,L7,28429.67,0,157,L6beta,L6,L3beta,L6.5,2008ApJ...681..579B,38,78.498,0.496,2020yCat.1350....0G,14.19,13.01,12.27,13.67
2MASS J01453520-0314117,J0145-0314,26.396875,-3.237525,J01453520-0314117,L9,7441.56,0,39,L9,L9,L9,L9,2017AJ....154..112K,10,,,,17.12,15.81,14.96,
WISE J01453523-0314129,J0145-0314,26.39679167,-3.236691667,J01453523-0314129,L9,1740.6,0,17,L9,L9,L9,L9,2017AJ....153..196S,29,,,,17.12,15.81,14.96,
2MASS J01460119-4545263,J0146-4545,26.504959,-45.757305,J01460119-4545263,M9,3212.24,0,87,M9,M9,M9,M9.5V,2014ApJ...794..143B,2,16.873,0.867,2020yCat.1350....0G,14.4,13.54,13.03,10.53
LHS 1295,J0146-1953,26.59425,-19.894751,J01462262-1953411,sdM2,2673.49,-2,97,sdM2,sdM2,esdM5,sdM4,2005PASP..117..676R,42,8.666,0.084,2020yCat.1350....0G,14.64,14.16,13.89,9.33
2MASS J01472702+4731142,J0147+4731,26.862583,47.520611,J01472702+4731142,L2beta,1658.46,2,57,L2beta,L2beta,L2beta,L1,2010ApJS..190..100K,9,20.846,1.364,2020yCat.1350....0G,15.84,14.85,14.28,12.44
2MASS J01473282-4954478,J0147-4954,26.88675,-49.91330278,J014732824-49544789,M8,11014.36,0,133,M8,M8,M8,M8+L2,2008AJ....136.1290R,37,28.793,0.36,2020yCat.1350....0G,13.06,12.37,11.92,10.35
2MASSW J0147334+345311,J0147+3453,26.889334,34.886448,J01473344+3453112,L2beta,4988.66,2,99,L2beta,L2beta,L1,L0.5V,2014ApJ...794..143B,2,19.803,0.51,2020yCat.1350....0G,14.95,14.16,13.57,11.43
WISE J01480249+2311310,J0148+2311,27.010374,23.191944,J01480249+2311310,M6,3203.54,0,55,M6,M6,d/sdM6,,2016ApJS..224...36K,26,7.911,0.434,2020yCat.1350....0G,12.34,11.8,11.5,6.83
SIMP J01481626+3712421,J0148+3712,27.06775,37.21169444,J01481626+3712421,M8,5982.19,0,39,M8,L1,L1,L0.5,2016ApJ...830..144R,19,,,,16.03,15.25,15,
2MASS J0148386-302439,J0148-3024,27.160833,-30.410833,J0148386-302439,M8beta,2429.27,2,63,M8beta,M8beta,M8beta,M7.5,2003AJ....126.2421C,17,39.232,0.368,2020yCat.1350....0G,12.3,11.65,11.23,10.27
2MASS J01490895+2956131,J0149+2956,27.287291,29.936972,J01490895+2956131,L1beta,19628.89,2,208,L1beta,L1,L2beta,M9.5V,2014ApJ...794..143B,2,42.358,0.315,2020yCat.1350....0G,13.45,12.58,11.98,11.58
WISE J015010.89+382724.1,J0150+3827,27.545374,38.456696,J01501089+3827241,T0,9802.87,0,61,T0,T0,L9,T0,2011ApJS..197...19K,31,39.8,4.6,2020AJ....159..257B,16.11,15.02,14.48,14.11
2MASS J01514102-0051564,J0151-0051,27.92095833,-0.865680556,J015141030-00515645,L2beta,4942.89,2,71,L2beta,L2,L2,,2009A&A...497..619Z,43,29.458,0.821,2020yCat.1350....0G,15.1,14.27,13.59,12.44
SDSS J01535423+1404528,J0153+1404,28.475958,14.081333,J01535423+1404528,M9,10189.35,0,86,M9,M9,M9,M9.0V,2014ApJ...794..143B,2,20.532,0.476,2020yCat.1350....0G,15.21,14.48,13.96,11.77
2MASS J01550354+0950003,J0155+0950,28.764751,9.833416,J01550354+0950003,L5,18158.84,0,113,L5,L3,L3,L4,2010ApJ...710.1142B,15,45.042,0.545,2020yCat.1350....0G,14.82,13.76,13.14,13.09
2MASS J01574939-1146113,J0157-1146,29.455791,-11.769805,J01574939-1146113,M9gamma,7060.41,1,40,M9gamma,L1,M9gamma,M9:,2010ApJS..190..100K,9,18.785,0.645,2020yCat.1350....0G,15.52,14.83,14.34,11.89
2MASS J01581172+3232013,J0158+3232,29.548834,32.533695,J01581172+3232013,L3,538.95,0,13,L3,L2,L6,L4.5,2016ApJ...817..112S,11,,,,16.04,14.89,14.16,
WISE J01581203+3231579,J0158+3232,29.54883333,32.53361944,J01581172+3232013,L3,8678.73,0,54,L3,L5,L5,L4.5,2016ApJS..224...36K,26,,,,16.04,14.89,14.16,
SDSS J020333.26-010812.5,J0203-0108,30.88825,-1.1366389,J02033318-0108119,L9,914.14,0,11,L9,L9,d/sdL7,L5.0,2011ApJS..197...19K,31,,,,,,,
LEHPM 2153,J0204-3632,31.092167,-36.541889,J02042212-3632308,M8,5951.21,0,109,M8,M8,M8,M8.1V,2014ApJ...794..143B,2,31.239,0.11,2020yCat.1350....0G,13.26,12.6,12.19,10.74
2MASSW J0205034+125142,J0205+1251,31.264332,12.861723,J02050344+1251422,L3beta,7816.35,2,97,L3beta,L4,L4gamma,L5V,2006ApJ...639.1114R,44,42.5,3,2020AJ....159..257B,15.68,14.45,13.67,13.82
2MASS J02055138-0759253,J0205-0759,31.464083,-7.9903612,J02055138-0759253,L2,3212.75,0,60,L2,L2,L2,L2,2010ApJS..190..100K,9,,,,16.03,15.17,14.36,
SDSS J020608.97+223559.2,J0206+2235,31.536623,22.599806,J02060880+2235593,T0,2892.27,0,30,T0,d/sdL7,d/sdL7,L4.5,2006AJ....131.2722C,7,,,,16.56,15.54,15.16,
WISE J020625.27+264023.6,J0206+2640,31.605291,26.673222,J02062527+2640236,L7,4842.1,0,47,L6beta,L6beta,L8,L9pec,2011ApJS..197...19K,31,52.1,1.4,2016ApJ...833...96L,16.53,15.1,14.52,15.11
LEHPM 1-2189,J0206-2428,31.684166,-24.474083,J02064420-2428267,sdM7,2919.53,-2,43,sdM7,sdM5,sdM5,sdM5.5,2016ApJS..224...36K,26,8.405,0.16,2020yCat.1350....0G,15.46,15.03,14.91,10.08
DENIS J02065660-0735190,J0206-0735,31.735832,-7.5886111,J02065660-0735190,M8,2577.54,0,125,M8,M8,M8,M8.5V,2014ApJ...794..143B,2,17.182,0.254,2020yCat.1350....0G,14.24,13.62,13.16,10.41
G 73-26B,J0207+1355,31.898207,13.932334,J02073557+1355564,L1beta,8529.62,2,102,L1beta,L1,L2beta,L1.5,2010AJ....139..176F,45,26.689,0.728,2020yCat.1350....0G,15.46,14.47,13.81,12.59
SDSS J020742.48+000056.2,J0207+0000,31.928497,0.015666667,J02074284+0000564,T4,1472.51,0,6,T4,T4,T4,T4.5,2006ApJ...637.1067B,1,34.85,9.87,2012ApJ...752...56F,16.8,16.4,15.41,14.51
2MASSW J0208183+254253,J0208+2542,32.076378,25.714806,J02081833+2542533,L1beta,6590.1,2,115,L1beta,L1beta,L1beta,L1V,2008ApJ...681..579B,38,43.099,0.325,2020yCat.1350....0G,13.99,13.11,12.59,12.16
2MASSW J0208236+273740,J0208+2737,32.098461,27.627777,J02082363+2737400,L6,3059.44,0,61,L6,L6,L3,L5V,2010ApJ...710.1142B,15,21.3,2.7,2020AJ....159..257B,15.71,14.56,13.87,12.36
2MASSW J0208549+250048,J0208+2500,32.229084,25.013556,J02085498+25004880,L5,2181.03,0,71,L5,L5,L5,L5V,2014ApJ...794..143B,2,,,,16.21,14.97,14.4,
WISE J021010.25+400829.6,J0210+4008,32.542709,40.141556,J02101025+4008296,T5,5116.01,0,14,T5,T5,T4,T4.5,2013ApJS..205....6M,28,,,,,,,
2MASS J02103857-3015313,J0210-3015,32.660709,-30.258694,J02103857-3015313,L0beta,4993.58,2,46,L0beta,L0beta,L0beta,L0gamma,2018AJ....155...34C,46,24.648,0.482,2020yCat.1350....0G,15.07,14.16,13.5,12.02
2MASS J02115089+4728300,J0211+4728,32.96204167,47.475,J02115089+4728300,M7gamma,30880.97,1,195,M7gamma,M8beta,M8beta,M7,2003AJ....126.2421C,17,23.187,0.146,2020yCat.1350....0G,12.84,12.19,11.82,9.66
2MASS J02124236+0341004,J0212+0341,33.176502,3.6834445,J02124236+0341004,L1,2898.89,0,76,L1,L1,L1,,2016A&A...589A..49S,8,29.196,0.426,2020yCat.1350....0G,14.7,13.91,13.38,12.03
2MASSI J0213288+444445,J0213+4444,33.369999,44.745918,J02132880+4444453,L2beta,7316.72,2,73,L2beta,L2beta,L1,L1.5,2003AJ....126.2421C,17,51.68,0.181,2020yCat.1350....0G,13.49,12.76,12.21,12.06
2MASS J02151451+0453179,J0215+0453,33.81104167,4.886944444,J02151451+0453179,L2,2479.84,0,34,L2,L2,L1beta,L2,2017AJ....154..112K,10,,,,16.6,15.53,14.98,
2MASSI J0218291-313322,J0218-3133,34.621376,-31.556389,J02182913-3133230,L3,1491.4,0,75,L3,L3,L3,L3.8V,2014ApJ...794..143B,2,42.837,0.444,2020yCat.1350....0G,14.73,13.81,13.15,12.89
LP 649-93,J0218-0617,34.74133333,-6.297216667,J021857921-0617499,M8beta,26812.61,2,255,M8beta,M8beta,M8beta,M8V,2010ApJS..190..100K,9,36.297,0.144,2020yCat.1350....0G,12.85,12.22,11.84,10.65
2MASS J02192196+0506306,J0219+0506,34.841499,5.1085,J02192196+0506306,L2beta,10658.72,2,90,L2beta,L2,L2beta,L3.0V,2014ApJ...794..143B,2,25.684,0.687,2020yCat.1350....0G,14.97,14.05,13.48,12.02
SSSPM J0219-1939,J0219-1938,34.866959,-19.644888,J02192807-1938416,L1,2152.21,0,60,L1,L1,L1,L2,2014ApJ...794..143B,2,36.501,0.238,2020yCat.1350....0G,14.11,13.34,12.91,11.92
LEHPM 1-2373,J0219-2639,34.901207,-26.66461,J02193629-2639526,sdM5,1599.38,-2,41,sdM5,sdM4,sdM6,,2016ApJ...817..112S,11,7.736,0.188,2020yCat.1350....0G,15.43,14.98,14.86,9.87
WISE J022322.36-293257.2,J0223-2932,35.843163,-29.549221,J02232236-2932572,T8,1555.89,0,3,T8,T8,T8,T7.5,2011ApJS..197...19K,31,80.7,2.6,2019ApJS..240...19K,,,,
WISE J02233658+5240060,J0223+5240,35.902416,52.668335,J02233658+5240060,L1,763.83,0,16,L1,L1,L1,L1.5,2014ApJ...792..119D,47,12.649,0.026,2020yCat.1350....0G,16.64,15.77,15.39,12.15
LSPM J0224+1730,J0224+1730,36.135792,17.501194,J02243259+1730043,esdM4,1372.4,-3,44,esdM4,esdM4,sdM4,,2005AJ....129.1483L,16,6.867,0.281,2020yCat.1350....0G,15.93,15.53,15.37,10.11
2MASSI J0224367+253704,J0224+2537,36.152878,25.617805,J02243669+25370419,L2,2685.42,0,53,L2,L2,L2,L2V,2014ApJ...794..143B,2,,,,16.58,15.41,14.69,
WISE J02260916-1610004,J0226-1610,36.53816667,-16.16667778,J02260916-1610004,L6gamma,2738.51,1,21,L6gamma,L4gamma,L4gamma,L7,2017AJ....153..196S,29,,,,17.33,15.75,14.58,
2MASS J0226417+264732,J0226+2647,36.673752,26.792221,J0226417+264732,M7gamma,22443.21,1,44,M7gamma,M8gamma,M7gamma,,This paper,6,10.366,0.647,2020yCat.1350....0G,15.98,15.13,15.13,11.06
2MASS J02272104-0112450,J0227-0112,36.837666,-1.2125001,J02272104-0112450,M8beta,563.46,2,9,M8beta,M8beta,M8beta,,2004A&A...418..357K,48,2.337,0.037,2020yCat.1350....0G,13.05,12.49,12.39,4.9
2MASSW J0228110+253738,J0228+2537,37.045876,25.627222,J02281101+2537380,L1,10347.93,0,104,L1,L1beta,L1beta,L0,2008ApJ...681..579B,38,28.7,2.7,2020AJ....159..257B,13.84,12.99,12.47,11.13
2MASS J02292794-0053282,J0229-0053,37.366417,-0.89116669,J02292794-0053282,L0beta,538.03,2,25,L0beta,L0beta,L0beta,L?,2011ApJ...732...56G,49,,,,16.49,15.75,15.18,
2MASS J02293562+1228114,J0229+1228,37.398415,12.469832,J02293562+1228114,L0,3009.22,0,64,L0,M9,M9,,2005AJ....129.1483L,16,24.069,0.319,2020yCat.1350....0G,14.61,13.88,13.28,11.52
2MASS J02301551+2704061,J0230+2704,37.564625,27.068361,J02301551+2704061,L1,3870.11,0,110,L1,L1,L1,M9.4V,2014ApJ...794..143B,2,22.919,0.311,2020yCat.1350....0G,14.29,13.48,12.99,11.1
WISE J023038.90-022554.0,J0230-0225,37.661877,-2.42975,J02303885-0225471,L8,2013,0,24,L8,L9,T0,L8:pec,2013PASP..125..809T,50,35.1,3.9,2020AJ....159..257B,16.68,15.72,14.93,14.41
DENIS J02304500-0953050,J0230-0953,37.6875,-9.8847218,J02304500-0953050,L2beta,3032.87,2,75,L2beta,L1,L2beta,L0.9V,2014ApJ...794..143B,2,33.833,0.47,2020yCat.1350....0G,14.82,13.91,13.4,12.46
2MASS J0230565-314430,J0230-3144,37.735416,-31.741667,J0230565-314430,M6,2744.46,0,33,M6,M6,M6,,This paper,6,6.9,0.404,2020yCat.1350....0G,15.69,15.24,15.26,9.88
LEHPM 1-2570,J0232-4437,38.034374,-44.618305,J02320825-4437059,M6gamma,6421.73,1,73,d/sdM5,sdM7,sdM7,,2016ApJS..224...36K,26,12.442,0.108,2020yCat.1350....0G,14.45,13.82,13.74,9.92
WISE J023318.05+303030.5,J0233+3030,38.325207,30.508472,J02331805+3030305,T5,1108.36,0,6,T5,T5,T5,T6,2013ApJS..205....6M,28,28.2,2.6,2020AJ....159..257B,16.85,17.18,17.04,14.1
SDSS J023547.56-084919.8,J0235-0849,38.948124,-8.8221664,J02354755-08491980,L1,2784.46,0,83,L1,L1,L1,L2.0:V,2014ApJ...794..143B,2,21.742,0.926,2020yCat.1350....0G,15.57,14.81,14.19,12.26
GJ 1048B,J0235-2331,38.99971,-23.522362,J02355993-2331205,L1beta,8626.18,2,160,L1beta,L2beta,L2beta,L1.5,2008ApJ...681..579B,38,46.418,0.224,2020yCat.1350....0G,13.67,12.72,12.19,12
SDSSp J023617.93+004855.0,J0236+0048,39.074707,0.81519443,J02361793+00485479,T0,12906.05,0,65,T0,L9,d/sdL7,L6V,2014ApJ...794..143B,2,,,,16.1,15.26,14.67,
LSPM J0236+2143,J0236+2143,39.094997,21.725779,J02362280+2143328,sdM4,1586.69,-2,45,sdM4,sdM2,esdM5,,2005AJ....129.1483L,16,3.788,0.218,2020yCat.1350....0G,16,15.43,15.57,8.89
2MASSI J0239424-173547,J0239-1735,39.926876,-17.596416,J02394245-1735471,L0,5255.29,0,96,L0,L0,L2beta,M9.0V,2014ApJ...794..143B,2,33.196,0.262,2020yCat.1350....0G,14.29,13.52,13.04,11.9
2MASS J02411151-0326587,J0241-0326,40.297958,-3.4496388,J02411151-0326587,L1gamma,1464.6,1,58,L1gamma,L1gamma,L0gamma,L0gamma,2007AJ....133..439C,18,18.5,2.1,2016ApJ...833...96L,15.8,14.81,14.04,12.13
2MASSI J0241536-124106,J0241-1241,40.473625,-12.68525,J02415367-1241069,L2,2841.13,0,56,L2,L2,L2,L2.5,2008ApJ...681..579B,38,25.42,0.938,2020yCat.1350....0G,15.6,14.65,13.93,12.63
2MASSW J0242435+160739,J0242+1607,40.681419,16.127556,J02424354+16073920,L1,2326.7,0,47,L1,L2beta,L2beta,L1.5V,2014ApJ...794..143B,2,21.308,1.85,2020yCat.1350....0G,15.78,15,14.35,12.42
SDSS J024256.98+212319.6,J0242+2123,40.737209,21.389,J02425693+2123204,L6,1733.41,0,6,L6,L6,L6,L4,2006AJ....131.2722C,7,,,,16.98,15.94,15.47,
2MASSI J0243137-245329,J0243-2453,40.807125,-24.891611,J02431371-2453298,T6,22732.36,0,28,T6,T6,T6,T6.0,2004AJ....127.2856B,12,93.62,3.63,2012ApJ...752...56F,15.38,15.14,15.22,15.24
LSPM J0244+1442,J0244+1442,41.184166,14.710444,J02444420+1442376,sdM4,2764.5,-2,51,sdM4,sdM5,sdM4,,2005AJ....129.1483L,16,3.996,0.259,2020yCat.1350....0G,15.95,15.34,15.31,8.96
WISE J024512.62-345047.8,J0245-3450,41.302582,-34.846611,J02451262-3450478,T7,823.8,0,2,T7,T8,T8,T8,2013ApJS..205....6M,28,42.5,4.2,2021ApJS..253....7K,,,,
2MASS J02481204+2445141,J0248+2445,42.050167,24.753916,J02481204+2445141,M8,1209.98,0,21,M8,M8beta,M8,M8:,2010ApJS..190..100K,9,6.939,1.244,2018yCat.1345....0G,16.5,15.5,15.09,10.7
LP 771-21,J0248-1651,42.17083,-16.855833,J0248410-165121,M8beta,5998.92,2,49,M8beta,M8beta,M8,M8V,2019ApJ...883..205B,51,44.621,0.126,2020yCat.1350....0G,12.55,11.87,11.42,10.8
LEHPM 1-2799,J0249-3639,42.2565,-36.658279,J02490156-3639298,esdM0,656.45,-3,17,esdM0,esdM0,M0,,2003A&A...397..575P,52,2.898,0.169,2020yCat.1350....0G,16.61,16.08,16.01,8.92
SDSS J02511323+00473631,J0251+0047,42.805122,0.79341668,J02511323+00473631,M8,4627.51,0,221,M8,M8,M8,M9V,2014ApJ...794..143B,2,28.156,0.178,2020yCat.1350....0G,13.77,13.1,12.68,11.02
2MASSI J0251148-035245,J0251-0352,42.812084,-3.8794167,J02511490-0352459,L2beta,19025.84,2,86,L2beta,L4,L4,L3,2003AJ....126.2421C,17,86.293,0.189,2020yCat.1350....0G,13.06,12.25,11.66,12.74
2MASS J0253202+271333,J0253+2713,43.334167,27.225834,J0253202+271333,M8beta,4759.91,2,119,M8beta,M8,M8,M8.0V,2003AJ....126.2421C,17,38.92,0.364,2020yCat.1350....0G,12.5,11.87,11.48,10.45
WISE J025409.51+022358.6,J0254+0223,43.539627,2.399611,J02540951+0223586,T8,1531.69,0,6,T8,T8,T8,T8.0,2011ApJS..197...19K,31,185,42,2013ApJ...762..119M,,,,
WISE J02550758+2136180,J0255+2136,43.781582,21.605,J02550758+2136180,M8beta,2851.45,2,70,M8beta,M8beta,M8beta,M7.5,2014ApJ...792..119D,47,13.095,0.338,2020yCat.1350....0G,14.93,14.28,13.84,10.51
2MASS J02572581-3105523,J0257-3105,44.357544,-31.097862,J02572581-3105523,L8,5723.11,0,49,L8,L8,L8,L8.5,2007AJ....133.2320S,53,102.699,0.476,2020yCat.1350....0G,14.67,13.52,12.88,14.73
2MASS J02575455+4111324,J0257+4111,44.47729167,41.19223333,J02575455+4111324,M9,16580.55,0,136,M9,M9,M9,M9,2003AJ....126.2421C,17,34.515,0.259,2020yCat.1350....0G,13.95,13.22,12.72,11.64
2MASS J02594471+2254443,J0259+2254,44.936291,22.912306,J02594471+2254443,L0,28794.97,0,190,L0,M8,M9gamma,M9.5V,2014ApJ...794..143B,2,29.192,0.285,2020yCat.1350....0G,14.11,13.34,12.86,11.44
2MASS J03001631+2130205,J0300+2130,45.067959,21.505695,J03001631+2130205,L4,3358.34,0,49,L4,L5,L5,L4.5,2010ApJS..190..100K,9,,,,15.88,14.73,14.31,
LSPM J0300+0514,J0300+0514,45.071583,5.2476387,J03001718+0514515,sdM4,1935.4,-2,46,sdM4,sdM5,sdM4,,2005AJ....129.1483L,16,2.855,0.279,2020yCat.1350....0G,16.09,15.5,15.73,8.37
2MASSI J0302012+135814,J0302+1358,45.505043,13.970583,J03020121+13581419,L1gamma,4445.59,1,60,L1gamma,L2,L3,L3V,2014ApJ...794..143B,2,,,,16.53,15.43,14.63,
2MASS J03023398-1028223,J0302-1028,45.641586,-10.47286,J03023398-1028223,M5,774.36,0,24,M5,M5,M5,M5.5V,2004AJ....127.2856B,12,5.16,0.512,2020yCat.1350....0G,16.24,15.72,15.12,9.81
LSPM J0304+1117,J0304+1117,46.088539,11.285695,J03042125+1117085,sdM4,1679.53,-2,59,sdM4,sdM4,sdM4,,2005AJ....129.1483L,16,4.812,0.242,2020yCat.1350....0G,16.18,15.54,15.45,9.59
WISE J030601.64-033058.4,J0306-0330,46.506916,-3.5163889,J03060166-0330590,d/sdM9,6551.5,-1,76,d/sdM9,d/sdM9,d/sdM9,sdM9,2014ApJ...783..122K,54,24.74,0.25,2020yCat.1350....0G,,,,-3.03
LEHPM 1-3070,J0306-3647,46.549374,-36.794918,J03061185-3647417,M8,10939.62,0,267,M8,M8,M8,M8.7V,2014ApJ...794..143B,2,75.418,0.058,2020yCat.1350....0G,11.69,11.07,10.63,11.08
2MASSW J0306268+154514,J0306+1545,46.611832,15.753805,J03062684+15451370,L7,3515.98,0,33,L6beta,L6beta,L6beta,L6.0:V,2014ApJ...794..143B,2,,,,17.11,16.24,15.13,
WISE J030724.59+290447.4,J0307+2904,46.852455,29.079834,J03072459+2904474,T6,348.77,0,1,T6,T6,T6,T6.5,2011ApJS..197...19K,31,,,,,,,
2MASS J0307264+364153,J0307+3641,46.859997,36.698055,J0307264+364153,M6,1300.07,0,38,M6,M6,d/sdM6,,2010ApJ...725L.186D,55,4.149,0.658,2020yCat.1350....0G,16,15.38,15.46,9.09
SDSS J03083243-08105138,J0308-0810,47.135128,-8.1809168,J03083243-08105138,M7gamma,5478.77,1,110,M7gamma,M7gamma,M7gamma,M8V,2014ApJ...794..143B,2,7.341,0.313,2020yCat.1350....0G,14.98,14.41,14.09,9.31
WISE J030845.36+325923.1,J0308+3259,47.188999,32.989723,J03084536+3259231,d/sdL1,6523.4,-1,46,d/sdL1,d/sdL1,d/sdL1,L1pec,2014ApJ...787..126L,4,18.596,1.428,2020yCat.1350....0G,15.8,15.19,14.71,12.14
2MASSW J0309088-194938,J0309-1949,47.287003,-19.827417,J03090888-19493870,L6,3282.33,0,80,L6,L4,L3,L4.5V,2014ApJ...794..143B,2,,,,15.75,14.66,14.06,
WISE J03092961-1752504,J0309-1752,47.373375,-17.880667,J03092961-1752504,M7gamma,1031.75,1,18,M7gamma,M7,M6,,2018A&A...619L...8R,5,8.344,0.348,2020yCat.1350....0G,15.68,15.02,14.71,10.29
2MASS J03100053+0726506,J0310+0726,47.50220833,7.447413889,J031000535+07265069,M8,22355.8,0,202,M8,M8,M8,M7.5,2008AJ....136.1290R,37,41.864,0.15,2020yCat.1350....0G,12.85,12.22,11.78,10.96
2MASS J03101401-2756452,J0310-2756,47.558376,-27.945889,J03101401-2756452,L3beta,3186,2,38,L3beta,L4,L5,L6.5V,2014ApJ...794..143B,2,29.5,5.2,2021ApJS..253....7K,15.8,14.66,13.96,13.14
SIMP J03162759+2650277,J0316+2650,49.11495833,26.84102778,J03162759+2650277,T3,2624.05,0,23,T3,T3,T3,T2.5,2016ApJ...830..144R,19,33.5,3.1,2020AJ....159..257B,16.58,15.59,15.16,14.21
2MASSI J0316451-284852,J0316-2848,49.187958,-28.814444,J03164511-28485209,L0beta,1362.37,2,73,L0beta,L0beta,L0beta,L1,2014ApJ...794..143B,2,30.225,0.342,2020yCat.1350....0G,14.58,13.77,13.11,11.98
